CVE_MUNICIPIO,MUNICIPIO,CVE_ESTADO
16098,Tuxpan (Michoacan),16
16099,Tuzantla,16
16100,Tzintzuntzan,16
16101,Tzitzio,16
16102,Uruapan,16
16103,Venustiano Carranza (Michoacan),16
16104,Villamar,16
16105,Vista Hermosa,16
16106,Yurecuaro,16
16107,Zacapu,16
16108,Zamora,16
16109,Zinaparo,16
16110,Zinapecuaro,16
16111,Ziracuaretiro,16
16112,Zitacuaro,16
16113,Jose Sixto Verduzco,16
17001,Amacuzac,17
17002,Atlatlahucan,17
17003,Axochiapan,17
17004,Ayala,17
17005,Coatlan Del Rio,17
17006,Cuautla (Morelos),17
17007,Cuernavaca,17
17008,Emiliano Zapata (Morelos),17
17009,Huitzilac,17
17010,Jantetelco,17
17011,Jiutepec,17
17012,Jojutla,17
17013,Jonacatepec,17
17014,Mazatepec,17
17015,Miacatlan,17
17016,Ocuituco,17
17017,Puente De Ixtla,17
17018,Temixco,17
17019,Tepalcingo,17
17020,Tepoztlan,17
17021,Tetecala,17
17022,Tetela Del Volcan,17
17023,Tlalnepantla,17
17024,Tlaltizapan de Zapata,17
17025,Tlaquiltenango,17
17026,Tlayacapan,17
17027,Totolapan,17
17028,Xochitepec,17
17029,Yautepec,17
17030,Yecapixtla,17
17031,Zacatepec,17
17032,Zacualpan (Morelos),17
17033,Temoac,17
18001,Acaponeta,18
18002,Ahuacatlan,18
18003,Amatlan De Cañas,18
18004,Compostela,18
18005,Huajicori,18
18006,Ixtlan Del Rio,18
18007,Jala,18
18008,Xalisco,18
18009,Del Nayar,18
18010,Rosamorada,18
18011,Ruiz,18
18012,San Blas,18
18013,San Pedro Lagunillas,18
18014,Santa Maria Del Oro (Nayarit),18
18015,Santiago Ixcuintla,18
18016,Tecuala,18
18017,Tepic,18
18018,Tuxpan (Nayarit),18
18019,La Yesca,18
18020,Bahia De Banderas,18
19001,Abasolo (NL),19
19002,Agualeguas,19
19003,Los Aldamas,19
19004,Allende (NL),19
19005,Anahuac,19
19006,Apodaca,19
19007,Aramberri,19
19008,Bustamante (NL),19
19009,Cadereyta Jimenez,19
19010,Carmen (NL),19
19011,Cerralvo,19
19012,Cienega De Flores,19
19013,China,19
19014,Dr. Arroyo,19
19015,Dr. Coss,19
19016,Dr. Gonzalez,19
19017,Galeana (NL),19
19018,Garcia,19
19019,San Pedro Garza Garcia,19
19020,Gral. Bravo,19
19021,Gral. Escobedo,19
19022,Gral. Teran,19
19023,Gral. Treviño,19
19024,Gral. Zaragoza,19
19025,Gral. Zuazua,19
19026,Guadalupe (NL),19
19027,Los Herreras,19
19028,Higueras,19
19029,Hualahuises,19
19030,Iturbide,19
19031,Juarez (NL),19
19032,Lampazos De Naranjo,19
19033,Linares,19
19034,Marin,19
19035,Melchor Ocampo (NL),19
19036,Mier Y Noriega,19
19037,Mina,19
19038,Montemorelos,19
19039,Monterrey,19
19040,Paras,19
19041,Pesqueria,19
19042,Los Ramones,19
19043,Rayones,19
19044,Sabinas Hidalgo,19
19045,Salinas Victoria,19
19046,San Nicolas De Los Garza,19
19047,Hidalgo (NL),19
19048,Santa Catarina (NL),19
19049,Santiago,19
19050,Vallecillo,19
19051,Villaldama,19
20001,Abejones,20
20002,Acatlan De Perez Figueroa,20
20003,Asuncion Cacalotepec,20
20004,Asuncion Cuyotepeji,20
20005,Asuncion Ixtaltepec,20
20006,Asuncion Nochixtlan,20
20007,Asuncion Ocotlan,20
20008,Asuncion Tlacolulita,20
20009,Ayotzintepec,20
20010,El Barrio De La Soledad,20
20011,Calihuala,20
20012,Candelaria Loxicha,20
20013,Cienega de Zimatlan,20
20014,Ciudad Ixtepec,20
20015,Coatecas Altas,20
20016,Coicoyan De Las Flores,20
20017,La Compañia,20
20018,Concepcion Buenavista,20
20019,Concepcion Papalo,20
20020,Constancia Del Rosario,20
20021,Cosolapa,20
20022,Cosoltepec,20
20023,Cuilapam De Guerrero,20
20024,Cuyamecalco Villa De Zaragoza,20
20025,Chahuites,20
20026,Chalcatongo De Hidalgo,20
20027,Chiquihuitlan De Benito Juarez,20
20028,Heroica Ciudad De Ejutla De Crespo,20
20029,Eloxochitlan De Flores Magon,20
20030,El Espinal,20
20031,Tamazulapam Del Espiritu Santo,20
20032,Fresnillo De Trujano,20
20033,Guadalupe Etla,20
20034,Guadalupe De Ramirez,20
20035,Guelatao De Juarez,20
20036,Guevea De Humboldt,20
20037,Mesones Hidalgo,20
20038,Villa Hidalgo (Oaxaca),20
20039,Heroica Ciudad De Huajuapan De Leon,20
20040,Huautepec,20
20041,Huautla De Jimenez,20
20042,Ixtlan De Juarez,20
20043,Juchitan De Zaragoza,20
20044,Loma Bonita,20
20045,Magdalena Apasco,20
20046,Magdalena Jaltepec,20
20047,Santa Magdalena Jicotlan,20
20048,Magdalena Mixtepec,20
20049,Magdalena Ocotlan,20
20050,Magdalena Peñasco,20
20051,Magdalena Teitipac,20
20052,Magdalena Tequisistlan,20
20053,Magdalena Tlacotepec,20
20054,Magdalena Zahuatlan,20
20055,Mariscala De Juarez,20
20056,Martires De Tacubaya,20
20057,Matias Romero Avendaño,20
20058,Mazatlan Villa De Flores,20
20059,Miahuatlan De Porfirio Diaz,20
20060,Mixistlan De La Reforma,20
20061,Monjas,20
20062,Natividad,20
20063,Nazareno Etla,20
20064,Nejapa De Madero,20
20065,Ixpantepec Nieves,20
20066,Santiago Niltepec,20
20067,Oaxaca De Juarez,20
20068,Ocotlan De Morelos,20
20069,La Pe,20
20070,Pinotepa De Don Luis,20
20071,Pluma Hidalgo,20
20072,San Jose Del Progreso,20
20073,Putla Villa De Guerrero,20
20074,Santa Catarina Quioquitani,20
20075,Reforma De Pineda,20
20076,La Reforma,20
20077,Reyes Etla,20
20078,Rojas De Cuauhtemoc,20
20079,Salina Cruz,20
20080,San Agustin Amatengo,20
20081,San Agustin Atenango,20
20082,San Agustin Chayuco,20
20083,San Agustin De Las Juntas,20
20084,San Agustin Etla,20
20085,San Agustin Loxicha,20
20086,San Agustin Tlacotepec,20
20087,San Agustin Yatareni,20
20088,San Andres Cabecera Nueva,20
20089,San Andres Dinicuiti,20
20090,San Andres Huaxpaltepec,20
20091,San Andres Huayapam,20
20092,San Andres Ixtlahuaca,20
20093,San Andres Lagunas,20
20094,San Andres Nuxiño,20
20095,San Andres Paxtlan,20
20096,San Andres Sinaxtla,20
20097,San Andres Solaga,20
20098,San Andres Teotilalpam,20
20099,San Andres Tepetlapa,20
20100,San Andres Yaa,20
20101,San Andres Zabache,20
20102,San Andres Zautla,20
20103,San Antonino Castillo Velasco,20
20104,San Antonino El Alto,20
20105,San Antonino Monte Verde,20
20106,San Antonio Acutla,20
20107,San Antonio De La Cal,20
20108,San Antonio Huitepec,20
20109,San Antonio Nanahuatipam,20
20110,San Antonio Sinicahua,20
20111,San Antonio Tepetlapa,20
20112,San Baltazar Chichicapam,20
20113,San Baltazar Loxicha,20
20114,San Baltazar Yatzachi El Bajo,20
20115,San Bartolo Coyotepec,20
20116,San Bartolome Ayautla,20
20117,San Bartolome Loxicha,20
20118,San Bartolome Quialana,20
20119,San Bartolome Yucuañe,20
20120,San Bartolome Zoogocho,20
20121,San Bartolo Soyaltepec,20
20122,San Bartolo Yautepec,20
20123,San Bernardo Mixtepec,20
20124,San Blas Atempa,20
20125,San Carlos Yautepec,20
20126,San Cristobal Amatlan,20
20127,San Cristobal Amoltepec,20
20128,San Cristobal Lachirioag,20
20129,San Cristobal Suchixtlahuaca,20
20130,San Dionisio Del Mar,20
20131,San Dionisio Ocotepec,20
20132,San Dionisio Ocotlan,20
20133,San Esteban Atatlahuca,20
20134,San Felipe Jalapa De Diaz,20
20135,San Felipe Tejalapam,20
20136,San Felipe Usila,20
20137,San Francisco Cahuacua,20
20138,San Francisco Cajonos,20
20139,San Francisco Chapulapa,20
20140,San Francisco Chindua,20
20141,San Francisco Del Mar,20
20142,San Francisco Huehuetlan,20
20143,San Francisco Ixhuatan,20
20144,San Francisco Jaltepetongo,20
20145,San Francisco Lachigolo,20
20146,San Francisco Logueche,20
20147,San Francisco Nuxaño,20
20148,San Francisco Ozolotepec,20
20149,San Francisco Sola,20
20150,San Francisco Telixtlahuaca,20
20151,San Francisco Teopan,20
20152,San Francisco Tlapancingo,20
20153,San Gabriel Mixtepec,20
20154,San Ildefonso Amatlan,20
20155,San Ildefonso Sola,20
20156,San Ildefonso Villa Alta,20
20157,San Jacinto Amilpas,20
20158,San Jacinto Tlacotepec,20
20159,San Jeronimo Coatlan,20
20160,San Jeronimo Silacayoapilla,20
20161,San Jeronimo Sosola,20
20162,San Jeronimo Taviche,20
20163,San Jeronimo Tecoatl,20
20164,San Jorge Nuchita,20
20165,San Jose Ayuquila,20
20166,San Jose Chiltepec,20
20167,San Jose Del Peñasco,20
20168,San Jose Estancia Grande,20
20169,San Jose Independencia,20
20170,San Jose Lachiguiri,20
20171,San Jose Tenango,20
20172,San Juan Achiutla,20
20173,San Juan Atepec,20
20174,Animas Trujano,20
20175,San Juan Bautista Atatlahuca,20
20176,San Juan Bautista Coixtlahuaca,20
20177,San Juan Bautista Cuicatlan,20
20178,San Juan Bautista Guelache,20
20179,San Juan Bautista Jayacatlan,20
20180,San Juan Bautista Lo De Soto,20
20181,San Juan Bautista Suchitepec,20
20182,San Juan Bautista Tlacoatzintepec,20
20183,San Juan Bautista Tlachichilco,20
20184,San Juan Bautista Tuxtepec,20
20185,San Juan Cacahuatepec,20
20186,San Juan Cieneguilla,20
20187,San Juan Coatzospam,20
20188,San Juan Colorado,20
20189,San Juan Comaltepec,20
20190,San Juan Cotzocon,20
20191,San Juan Chicomezuchil,20
20192,San Juan Chilateca,20
20193,San Juan Del Estado,20
20194,San Juan Del Rio (Oaxaca),20
20195,San Juan Diuxi,20
20196,San Juan Evangelista Analco,20
20197,San Juan Guelavia,20
20198,San Juan Guichicovi,20
20199,San Juan Ihualtepec,20
20200,San Juan Juquila Mixes,20
20201,San Juan Juquila Vijanos,20
20202,San Juan Lachao,20
20203,San Juan Lachigalla,20
20204,San Juan Lajarcia,20
20205,San Juan Lalana,20
20206,San Juan De Los Cues,20
20207,San Juan Mazatlan,20
20208,San Juan Mixtepec -Dto. VIII -,20
20209,San Juan Mixtepec -Dto. XXVI -,20
20210,San Juan Ñumi,20
20211,San Juan Ozolotepec,20
20212,San Juan Petlapa,20
20213,San Juan Quiahije,20
20214,San Juan Quiotepec,20
20215,San Juan Sayultepec,20
20216,San Juan Tabaa,20
20217,San Juan Tamazola,20
20218,San Juan Teita,20
20219,San Juan Teitipac,20
20220,San Juan Tepeuxila,20
20221,San Juan Teposcolula,20
20222,San Juan Yaee,20
20223,San Juan Yatzona,20
20224,San Juan Yucuita,20
20225,San Lorenzo,20
20226,San Lorenzo Albarradas,20
20227,San Lorenzo Cacaotepec,20
20228,San Lorenzo Cuaunecuiltitla,20
20229,San Lorenzo Texmelucan,20
20230,San Lorenzo Victoria,20
20231,San Lucas Camotlan,20
20232,San Lucas Ojitlan,20
20233,San Lucas Quiavini,20
20234,San Lucas Zoquiapam,20
20235,San Luis Amatlan,20
20236,San Marcial Ozolotepec,20
20237,San Marcos Arteaga,20
20238,San Martin De Los Cansecos,20
20239,San Martin Huamelulpam,20
20240,San Martin Itunyoso,20
20241,San Martin Lachila,20
20242,San Martin Peras,20
20243,San Martin Tilcajete,20
20244,San Martin Toxpalan,20
20245,San Martin Zacatepec,20
20246,San Mateo Cajonos,20
20247,Capulalpam De Mendez,20
20248,San Mateo Del Mar,20
20249,San Mateo Yoloxochitlan,20
20250,San Mateo Etlatongo,20
20251,San Mateo Nejapam,20
20252,San Mateo Peñasco,20
20253,San Mateo Piñas,20
20254,San Mateo Rio Hondo,20
20255,San Mateo Sindihui,20
20256,San Mateo Tlapiltepec,20
20257,San Melchor Betaza,20
20258,San Miguel Achiutla,20
20259,San Miguel Ahuehuetitlan,20
20260,San Miguel Aloapam,20
20261,San Miguel Amatitlan,20
20262,San Miguel Amatlan,20
20263,San Miguel Coatlan,20
20264,San Miguel Chicahua,20
20265,San Miguel Chimalapa,20
20266,San Miguel Del Puerto,20
20267,San Miguel Del Rio,20
20268,San Miguel Ejutla,20
20269,San Miguel El Grande,20
20270,San Miguel Huautla,20
20271,San Miguel Mixtepec,20
20272,San Miguel Panixtlahuaca,20
20273,San Miguel Peras,20
20274,San Miguel Piedras,20
20275,San Miguel Quetzaltepec,20
20276,San Miguel Santa Flor,20
20277,Villa Sola De Vega,20
20278,San Miguel Soyaltepec,20
20279,San Miguel Suchixtepec,20
20280,Villa Talea De Castro,20
20281,San Miguel Tecomatlan,20
20282,San Miguel Tenango,20
20283,San Miguel Tequixtepec,20
20284,San Miguel Tilquiapam,20
20285,San Miguel Tlacamama,20
20286,San Miguel Tlacotepec,20
20287,San Miguel Tulancingo,20
20288,San Miguel Yotao,20
20289,San Nicolas (Oaxaca),20
20290,San Nicolas Hidalgo,20
20291,San Pablo Coatlan,20
20292,San Pablo Cuatro Venados,20
20293,San Pablo Etla,20
20294,San Pablo Huitzo,20
20295,San Pablo Huixtepec,20
20296,San Pablo Macuiltianguis,20
20297,San Pablo Tijaltepec,20
20298,San Pablo Villa De Mitla,20
20299,San Pablo Yaganiza,20
20300,San Pedro Amuzgos,20
20301,San Pedro Apostol,20
20302,San Pedro Atoyac,20
20303,San Pedro Cajonos,20
20304,San Pedro Coxcaltepec Cantaros,20
20305,San Pedro Comitancillo,20
20306,San Pedro El Alto,20
20307,San Pedro Huamelula,20
20308,San Pedro Huilotepec,20
20309,San Pedro Ixcatlan,20
20310,San Pedro Ixtlahuaca,20
20311,San Pedro Jaltepetongo,20
20312,San Pedro Jicayan,20
20313,San Pedro Jocotipac,20
20314,San Pedro Juchatengo,20
20315,San Pedro Martir,20
20316,San Pedro Martir Quiechapa,20
20317,San Pedro Martir Yucuxaco,20
20318,San Pedro Mixtepec -Dto. XXII -,20
20319,San Pedro Mixtepec -Dto. XXVI -,20
20320,San Pedro Molinos,20
20321,San Pedro Nopala,20
20322,San Pedro Ocopetatillo,20
20323,San Pedro Ocotepec,20
20324,San Pedro Pochutla,20
20325,San Pedro Quiatoni,20
20326,San Pedro Sochiapam,20
20327,San Pedro Tapanatepec,20
20328,San Pedro Taviche,20
20329,San Pedro Teozacoalco,20
20330,San Pedro Teutila,20
20331,San Pedro Tidaa,20
20332,San Pedro Topiltepec,20
20333,San Pedro Totolapa,20
20334,Villa De Tututepec De Melchor Ocampo,20
20335,San Pedro Yaneri,20
20336,San Pedro Yolox,20
20337,San Pedro Y San Pablo Ayutla,20
20338,Villa De Etla,20
20339,San Pedro Y San Pablo Teposcolula,20
20340,San Pedro Y San Pablo Tequixtepec,20
20341,San Pedro Yucunama,20
20342,San Raymundo Jalpan,20
20343,San Sebastian Abasolo,20
20344,San Sebastian Coatlan,20
20345,San Sebastian Ixcapa,20
20346,San Sebastian Nicananduta,20
20347,San Sebastian Rio Hondo,20
20348,San Sebastian Tecomaxtlahuaca,20
20349,San Sebastian Teitipac,20
20350,San Sebastian Tutla,20
20351,San Simon Almolongas,20
20352,San Simon Zahuatlan,20
20353,Santa Ana (Oaxaca),20
20354,Santa Ana Ateixtlahuaca,20
20355,Santa Ana Cuauhtemoc,20
20356,Santa Ana Del Valle,20
20357,Santa Ana Tavela,20
20358,Santa Ana Tlapacoyan,20
20359,Santa Ana Yareni,20
20360,Santa Ana Zegache,20
20361,Santa Catalina Quieri,20
20362,Santa Catarina Cuixtla,20
20363,Santa Catarina Ixtepeji,20
20364,Santa Catarina Juquila,20
20365,Santa Catarina Lachatao,20
20366,Santa Catarina Loxicha,20
20367,Santa Catarina Mechoacan,20
20368,Santa Catarina Minas,20
20369,Santa Catarina Quiane,20
20370,Santa Catarina Tayata,20
20371,Santa Catarina Ticua,20
20372,Santa Catarina Yosonotu,20
20373,Santa Catarina Zapoquila,20
20374,Santa Cruz Acatepec,20
20375,Santa Cruz Amilpas,20
20376,Santa Cruz De Bravo,20
20377,Santa Cruz Itundujia,20
20378,Santa Cruz Mixtepec,20
20379,Santa Cruz Nundaco,20
20380,Santa Cruz Papalutla,20
20381,Santa Cruz Tacache De Mina,20
20382,Santa Cruz Tacahua,20
20383,Santa Cruz Tayata,20
20384,Santa Cruz Xitla,20
20385,Santa Cruz Xoxocotlan,20
20386,Santa Cruz Zenzontepec,20
20387,Santa Gertrudis,20
20388,Santa Ines Del Monte,20
20389,Santa Ines Yatzeche,20
20390,Santa Lucia Del Camino,20
20391,Santa Lucia Miahuatlan,20
20392,Santa Lucia Monteverde,20
20393,Santa Lucia Ocotlan,20
20394,Santa Maria Alotepec,20
20395,Santa Maria Apazco,20
20396,Santa Maria La Asuncion,20
20397,Heroica Ciudad De Tlaxiaco,20
20398,Ayoquezco De Aldama,20
20399,Santa Maria Atzompa,20
20400,Santa Maria Camotlan,20
20401,Santa Maria Colotepec,20
20402,Santa Maria Cortijo,20
20403,Santa Maria Coyotepec,20
20404,Santa Maria Chachoapam,20
20405,Villa De Chilapa De Diaz,20
20406,Santa Maria Chilchotla,20
20407,Santa Maria Chimalapa,20
20408,Santa Maria Del Rosario,20
20409,Santa Maria Del Tule,20
20410,Santa Maria Ecatepec,20
20411,Santa Maria Guelace,20
20412,Santa Maria Guienagati,20
20413,Santa Maria Huatulco,20
20414,Santa Maria Huazolotitlan,20
20415,Santa Maria Ipalapa,20
20416,Santa Maria Ixcatlan,20
20417,Santa Maria Jacatepec,20
20418,Santa Maria Jalapa Del Marques,20
20419,Santa Maria Jaltianguis,20
20420,Santa Maria Lachixio,20
20421,Santa Maria Mixtequilla,20
20422,Santa Maria Nativitas,20
20423,Santa Maria Nduayaco,20
20424,Santa Maria Ozolotepec,20
20425,Santa Maria Papalo,20
20426,Santa Maria Peñoles,20
20427,Santa Maria Petapa,20
20428,Santa Maria Quiegolani,20
20429,Santa Maria Sola,20
20430,Santa Maria Tataltepec,20
20431,Santa Maria Tecomavaca,20
20432,Santa Maria Temaxcalapa,20
20433,Santa Maria Temaxcaltepec,20
20434,Santa Maria Teopoxco,20
20435,Santa Maria Tepantlali,20
20436,Santa Maria Texcatitlan,20
20437,Santa Maria Tlahuitoltepec,20
20438,Santa Maria Tlalixtac,20
20439,Santa Maria Tonameca,20
20440,Santa Maria Totolapilla,20
20441,Santa Maria Xadani,20
20442,Santa Maria Yalina,20
20443,Santa Maria Yavesia,20
20444,Santa Maria Yolotepec,20
20445,Santa Maria Yosoyua,20
20446,Santa Maria Yucuhiti,20
20447,Santa Maria Zacatepec,20
20448,Santa Maria Zaniza,20
20449,Santa Maria Zoquitlan,20
20450,Santiago Amoltepec,20
20451,Santiago Apoala,20
20452,Santiago Apostol,20
20453,Santiago Astata,20
20454,Santiago Atitlan,20
20455,Santiago Ayuquililla,20
20456,Santiago Cacaloxtepec,20
20457,Santiago Camotlan,20
20458,Santiago Comaltepec,20
20459,Santiago Chazumba,20
20460,Santiago Choapam,20
20461,Santiago Del Rio,20
20462,Santiago Huajolotitlan,20
20463,Santiago Huauclilla,20
20464,Santiago Ihuitlan Plumas,20
20465,Santiago Ixcuintepec,20
20466,Santiago Ixtayutla,20
20467,Santiago Jamiltepec,20
20468,Santiago Jocotepec,20
20469,Santiago Juxtlahuaca,20
20470,Santiago Lachiguiri,20
20471,Santiago Lalopa,20
20472,Santiago Laollaga,20
20473,Santiago Laxopa,20
20474,Santiago Llano Grande,20
20475,Santiago Matatlan,20
20476,Santiago Miltepec,20
20477,Santiago Minas,20
20478,Santiago Nacaltepec,20
20479,Santiago Nejapilla,20
20480,Santiago Nundiche,20
20481,Santiago Nuyoo,20
20482,Santiago Pinotepa Nacional,20
20483,Santiago Suchilquitongo,20
20484,Santiago Tamazola,20
20485,Santiago Tapextla,20
20486,Villa Tejupam De La Union,20
20487,Santiago Tenango,20
20488,Santiago Tepetlapa,20
20489,Santiago Tetepec,20
20490,Santiago Texcalcingo,20
20491,Santiago Textitlan,20
20492,Santiago Tilantongo,20
20493,Santiago Tillo,20
20494,Santiago Tlazoyaltepec,20
20495,Santiago Xanica,20
20496,Santiago Xiacui,20
20497,Santiago Yaitepec,20
20498,Santiago Yaveo,20
20499,Santiago Yolomecatl,20
20500,Santiago Yosondua,20
20501,Santiago Yucuyachi,20
20502,Santiago Zacatepec,20
20503,Santiago Zoochila,20
20504,Nuevo Zoquiapam,20
20505,Santo Domingo Ingenio,20
20506,Santo Domingo Albarradas,20
20507,Santo Domingo Armenta,20
20508,Santo Domingo Chihuitan,20
20509,Santo Domingo De Morelos,20
20510,Santo Domingo Ixcatlan,20
20511,Santo Domingo Nuxaa,20
20512,Santo Domingo Ozolotepec,20
20513,Santo Domingo Petapa,20
20514,Santo Domingo Roayaga,20
20515,Santo Domingo Tehuantepec,20
20516,Santo Domingo Teojomulco,20
20517,Santo Domingo Tepuxtepec,20
20518,Santo Domingo Tlatayapam,20
20519,Santo Domingo Tomaltepec,20
20520,Santo Domingo Tonala,20
20521,Santo Domingo Tonaltepec,20
20522,Santo Domingo Xagacia,20
20523,Santo Domingo Yanhuitlan,20
20524,Santo Domingo Yodohino,20
20525,Santo Domingo Zanatepec,20
20526,Santos Reyes Nopala,20
20527,Santos Reyes Papalo,20
20528,Santos Reyes Tepejillo,20
20529,Santos Reyes Yucuna,20
20530,Santo Tomas Jalieza,20
20531,Santo Tomas Mazaltepec,20
20532,Santo Tomas Ocotepec,20
20533,Santo Tomas Tamazulapan,20
20534,San Vicente Coatlan,20
20535,San Vicente Lachixio,20
20536,San Vicente Nuñu,20
20537,Silacayoapam,20
20538,Sitio De Xitlapehua,20
20539,Soledad Etla,20
20540,Villa De Tamazulapam Del Progreso,20
20541,Tanetze De Zaragoza,20
20542,Taniche,20
20543,Tataltepec De Valdes,20
20544,Teococuilco De Marcos Perez,20
20545,Teotitlan De Flores Magon,20
20546,Teotitlan Del Valle,20
20547,Teotongo,20
20548,Tepelmeme Villa De Morelos,20
20549,Tezoatlan De Segura Y Luna,20
20550,San Jeronimo Tlacochahuaya,20
20551,Tlacolula De Matamoros,20
20552,Tlacotepec Plumas,20
20553,Tlalixtac De Cabrera,20
20554,Totontepec Villa De Morelos,20
20555,Trinidad Zaachila,20
20556,La Trinidad Vista Hermosa,20
20557,Union Hidalgo,20
20558,Valerio Trujano,20
20559,San Juan Bautista Valle Nacional,20
20560,Villa Diaz Ordaz,20
20561,Yaxe,20
20562,Magdalena Yodocono De Porfirio Diaz,20
20563,Yogana,20
20564,Yutanduchi De Guerrero,20
20565,Villa De Zaachila,20
20566,Zapotitlan Del Rio,20
20567,Zapotitlan Lagunas,20
20568,Zapotitlan Palmas,20
20569,Santa Ines De Zaragoza,20
20570,Zimatlan De Alvarez,20
21001,Acajete (Puebla),21
21002,Acateno,21
21003,Acatlan (Puebla),21
21004,Acatzingo,21
21005,Acteopan,21
21006,Ahuacatlan (Puebla),21
21007,Ahuatlan,21
21008,Ahuazotepec,21
21009,Ahuehuetitla,21
